SEL;CODBARRA;DESCRICAO;VRCUSTO;CUSTO_REPOSICAO;VRVENDA;ATIVO;ATIVO_COMPRA;ATACAREJO;COMISSAO;FORNECEDOR;CODDPTO;DEPARTAMENTO;GRUPO;SUBGRUPO;SECAO;UNIDADE;MARKUP;CODFOR;ALIQUOTA;BALANCA;PROMOCAO;VRPROMO;VRCLUBEFIDELIDADE;PIS;TIPOPIS;FATORKG;FATORCX;CODBALANCA;DESCMAX;ESPECIFICACAO;COMPOSICAO;CODIGO;COD_GRUPO;COD_SUBGRUPO;CEST;DATA_ALTERACAO;CUSTO_TOTAL;DATA_ALTERACAO_PRECO;NCM;COMECO_DESCRICAO;IDEMPRESA;DATA_CADASTRO;MARGEM_CALCULADA;GRUPO_PRECO;IDPISCOFINS;DESPIS;IMPRIMIRCOMP;COD_GRUPOPRECO;ATACADO;VRDESCPRECO2_MP;VRDESCPRECO2_PRO;TPDESCPRECO2;QTDE_ESTOQUE;QTDE_DEPOSITO;QTDE_TOTAL;PRODUTO_PAI;DESCRICAO_RESUMIDA;DESCRICAO_WEB;DESCRICAO_BALANCA;QUANTIDADE;ALTERA_DESCRICAO_COTACAO;PERDA;IDMARCA;MARCA;ETQ_IMPRESSA;VASILHAME;COD_FIGURA_FISCAL;FIGURA_FISCAL;POSSUI_RECEITA;FATOR_FILHO;QTDE_ETIQUETAS;VLRPROMOCAO;REALIZA_TROCA;COTACAO;EST_MINIMO;EST_MAXIMO;EST_ATUAL_X_MINIMO;EST_ATUAL_X_MAXIMO;UNIDADE_APRESENTACAO;CONTEUDO_EMBALAGEM;APRESENTACAO_ETIQUETA;VLR_APRESENTACAO;CODOPERADOR;TIPO_PRODUTO;ABC;PERC_ABC;DATA_ABC
T;"7,90E+12";MACARRAO INST S. AMALIA GALINHA CAIPIRA 85G;"0,58";"0,66";"1,85";S;S;;;CAMIL ALIMENTOS S/A;4881;FESTA E LEMBRANCINHAS;BALANﾇO LJ 02 2020;MACARRAO;;UN;12;54802;STB;N;N;0;;S;N;1;50;1;;;N;799583;6164;4889;1704700;11/05/2024;"0,57";05/04/2024;19023000;M;2;31/03/2014;"64,32";;13;TRIBUTADOS;N;;N;;0;D;20;0;20;;MACARRAO INST S. AMALIA GALINHA CAIPIRA 85G;MACARRAO INST S. AMALIA GALINHA CAIPIRA 85G;MACARRAO INST S. AMALIA GALINHA CAIPIRA 85G;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"1,85";443;;;;
T;"7,90E+12";MACARRAO S AMALIA C/OVOS ESPAGUETE 8 D.SAPORE 500G;"2,12";"2,18";"4,2";S;S;;;CAMIL ALIMENTOS S/A;4881;FESTA E LEMBRANCINHAS;BALANﾇO LJ 02 2020;MACARRAO;;UN;10;54802;STB;N;N;;;S;N;1;30;1;;;N;831047;6164;4889;1704904;11/05/2024;"2,17";17/04/2024;19021100;M;2;01/11/2017;"48,1";;12;ALIQUOTA ZERO;N;;N;;0;D;60;0;60;;MACARRAO S AMALIA C/OVOS ESPAGUETE 8 D.SAPORE 500G;MACARRAO S AMALIA C/OVOS ESPAGUETE 8 D.SAPORE 500G;MACARRAO S AMALIA C/OVOS ESPAGUETE 8 D.SAPORE 500G;;;N;;;N;N;6;SUBSTITUICAO;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"4,2";77;;;;
T;"7,90E+12";MACARRAO S AMALIA C/OVOS PADRE NOSSO 500G;"2,88";"2,97";"5,39";S;S;;;CAMIL ALIMENTOS S/A;4881;FESTA E LEMBRANCINHAS;BALANﾇO LJ 02 2020;MACARRAO;;UN;12;54802;STB;N;N;0;;S;;1;20;1;;;N;381970;6164;4889;1704800;11/05/2024;"2,95";05/04/2024;19021100;M;2;;"44,9";;12;ALIQUOTA ZERO;N;;N;;0;D;25;0;25;;MACARRAO S AMALIA C/OVOS PADRE NOSSO 500G;MACARRAO S AMALIA C/OVOS PADRE NOSSO 500G;MACARRAO S AMALIA C/OVOS PADRE NOSSO 500G;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"5,39";;;;;
T;"7,90E+12";MACARRAO S AMALIA C/OVOS PARAFUSO 500G;3;"3,09";"5,3";S;S;;;CAMIL ALIMENTOS S/A;4881;FESTA E LEMBRANCINHAS;CESTA BASICA;MACARRAO;;UN;12;54802;STB;N;N;0;;S;;1;20;1;;;N;381963;4882;4889;1704800;11/05/2024;"3,07";05/04/2024;19021100;M;2;;"41,7";;12;ALIQUOTA ZERO;N;;N;;0;D;5;0;5;;MACARRAO S AMALIA C/OVOS PARAFUSO 500G;MACARRAO S AMALIA C/OVOS PARAFUSO 500G;MACARRAO S AMALIA C/OVOS PARAFUSO 500G;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"5,3";;;;;
T;"7,90E+12";MACARRAO S AMALIA OVOS  PARAFUSO D.SAPORE 500G;"2,29";"2,35";"4,2";S;S;N;;CAMIL ALIMENTOS S/A;4881;FESTA E LEMBRANCINHAS;CESTA BASICA;MACARRAO;;UN;10;54802;STB;N;N;0;;S;N;1;20;1;;;N;884532;4882;4889;1704904;11/05/2024;"2,29";05/04/2024;19021900;M;2;03/08/2021;"44,05";;12;ALIQUOTA ZERO;N;;N;;0;D;61;0;61;;MACARRAO S AMALIA OVOS  PARAFUSO D.SAPORE 500G;MACARRAO S AMALIA OVOS  PARAFUSO D.SAPORE 500G;MACARRAO S AMALIA OVOS  PARAFUSO D.SAPORE 500G;;N;N;;;N;N;6;SUBSTITUICAO;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"4,2";2086;;;;
T;"7,90E+12";MACARRAO S AMALIA SEMOLA ESPAGUETE 8 D.SAPORE 1KG;"4,01";"4,16";"6,99";S;S;;;CAMIL ALIMENTOS S/A;4881;FESTA E LEMBRANCINHAS;BALANﾇO LJ 02 2020;MACARRAO;;UN;10;54802;STB;N;N;;;S;N;1;15;1;;;N;827755;6164;4889;1704904;11/05/2024;"4,11";05/04/2024;19021900;M;2;16/06/2017;"40,49";;12;ALIQUOTA ZERO;N;;N;;;;12;0;12;;MACARRAO S AMALIA SEMOLA ESPAGUETE 8 D.SAPORE 1KG;MACARRAO S AMALIA SEMOLA ESPAGUETE 8 D.SAPORE 1KG;MACARRAO S AMALIA SEMOLA ESPAGUETE 8 D.SAPORE 1KG;;;N;;;N;N;6;SUBSTITUICAO;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"6,99";77;;;;
T;"7,90E+12";MACARRAO VILMA OREGON PAI NOSSO 1KG;"4,15";"4,25";"6,69";S;S;;;DOMINGOS COSTA IND ALIMENTICIAS SA;4881;FESTA E LEMBRANCINHAS;CESTA BASICA;MACARRAO;;UN;11;10012;STB;N;N;0;;S;;1;10;1;;;N;178488;4882;4889;1704903;22/04/2024;"4,25";05/04/2024;19021900;M;2;;"36,47";MACARRAO OREON 1KG;12;ALIQUOTA ZERO;N;4198;N;;;;25;0;25;;MACARRAO VILMA OREGON PAI NOSSO 1KG;MACARRAO VILMA OREGON PAI NOSSO 1KG;MACARRAO VILMA OREGON PAI NOSSO 1KG;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"6,69";;;;;
T;"7,90E+12";"MILHO VERDE FUGINI LIG.1,7KG DREN.1,02KG";"11,62";"11,62";"14,9";S;S;N;;FUGINI ALIMENTOS LTDA;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;0;49518;STB;N;N;0;;S;N;1;1;1;;;N;902121;2;0;1709201;11/12/2023;0;01/06/2023;20058000;M;2;31/05/2023;"22,01";;13;TRIBUTADOS;N;;N;;;;25;0;25;;"MILHO VERDE FUGINI LIG.1,7KG DREN.1,02KG";"MILHO VERDE FUGINI LIG.1,7KG DREN.1,02KG";"MILHO VERDE FUGINI LIG.1,7KG DREN.1,02KG";;N;N;;;N;N;6;SUBSTITUICAO;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"14,9";2666;N;;;
T;"7,90E+12";MILHO VERDE FUGINI SACHE 170G;"2,45";"2,85";"2,99";S;S;N;;FUGINI ALIMENTOS LTDA;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;0;49518;STB;N;N;0;;S;N;1;32;1;;;N;898499;2;0;1709200;09/04/2024;0;05/04/2024;20058000;M;2;27/12/2022;"4,68";;13;TRIBUTADOS;N;;N;;0;D;48;0;48;;MILHO VERDE FUGINI SACHE 170G;MILHO VERDE FUGINI SACHE 170G;MILHO VERDE FUGINI SACHE 170G;;N;N;;;N;N;6;SUBSTITUICAO;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"2,99";2666;N;;;
T;8979;MUSSARELA SERRA NEGRA KG;"25,9";"25,9";"32,9";S;S;N;;HM COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;KG;0;59164;STB;S;N;0;;S;N;1;1;2;;;N;904360;2;0;1702401;14/03/2024;0;05/04/2024;4061010;M;2;30/08/2023;"21,28";;12;ALIQUOTA ZERO;N;;N;;0;D;"8037,29";0;"8037,29";;MUSSARELA SERRA NEGRA KG;MUSSARELA SERRA NEGRA KG;MUSSARELA SERRA NEGRA KG;;N;N;;;N;N;6;SUBSTITUICAO;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"32,9";2826;N;;;
T;758;MUSSARELA SERRA NEGRA KG;"15,5";"15,8";"34,9";S;S;;;QUEIJOS SERRA NEGRA LTDA;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;KG;"34,75";10945;STB;S;N;0;;S;;1;1;2;;;N;7580;2;0;1702800;14/06/2022;"15,8";12/06/2020;4061010;M;2;;"54,73";;12;ALIQUOTA ZERO;N;;N;;;;"64,65";0;"64,65";;;;;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"34,9";;;;;
T;"7,90E+12";OLEO DE SOJA CONCORDIA PET 900 ML;"5,89";"5,94";"5,99";S;S;;;ADM DO BRASIL LTDA;4879;PRODUTOS ALIMENTICIOS;BALANﾇO LJ 02 2020;OLEO DE SOJA;;UN;20;46688;STB;N;N;"2,29";;S;N;;20;1;;;N;365499;6164;4888;1706500;08/05/2024;"5,41";08/05/2024;15079011;O;2;;"0,83";;12;ALIQUOTA ZERO;N;;N;;0;D;140;0;140;;OLEO DE SOJA CONCORDIA PET 900 ML;OLEO DE SOJA CONCORDIA PET 900 ML;OLEO DE SOJA CONCORDIA PET 900 ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;"2,29";S;N;0;0;MAIOR;MAIOR;;1;1;"5,99";;;;;
T;"7,90E+12";OLEO DE SOJA LIZA PET 900ML;"2,9";"2,9";"5,79";S;S;;;WMB SUPERMERCADOS DO BRASIL LTDA;4879;PRODUTOS ALIMENTICIOS;CESTA BASICA;OLEO DE SOJA;;UN;15;57380;STB;N;N;0;;S;N;;20;1;;;N;203579;4882;4888;1706500;09/05/2024;"2,9";10/05/2024;15079011;O;2;;"49,91";;12;ALIQUOTA ZERO;N;;N;;0;D;1404;0;1404;;OLEO DE SOJA LIZA PET 900ML;OLEO DE SOJA LIZA PET 900ML;OLEO DE SOJA LIZA PET 900ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"5,79";;;;;
T;"7,90E+12";OLEO DE SOJA VELEIRO PET 900ML;"2,61";"2,64";"5,99";S;S;;;WMB SUPERMERCADOS DO BRASIL LTDA;4881;FESTA E LEMBRANCINHAS;CESTA BASICA;OLEO DE SOJA;;UN;15;57380;STB;N;N;0;;S;N;;20;1;;;N;825831;4882;4888;1707100;08/05/2024;"2,4";08/05/2024;15079011;O;2;04/04/2017;"55,93";;12;ALIQUOTA ZERO;N;;N;;0;D;24;0;24;;OLEO DE SOJA VELEIRO PET 900ML;OLEO DE SOJA VELEIRO PET 900ML;OLEO DE SOJA VELEIRO PET 900ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"5,99";625;;;;
T;251549;OVOS BRANCO GRANDE 1/2 DZ;"1,8";"1,8";"4,3";S;S;;;ANTONIO DE PADUA ALVES E CIA LTDA;;;BALANﾇO LJ 02 2020;SEPARAR_HORTIFRUTI;;UN;"10,5";10798;IST;N;N;"2,24";;S;N;1;60;1;;;N;251549;6164;5351;;07/05/2024;"1,8";05/04/2024;4071900;O;2;;"58,14";;12;ALIQUOTA ZERO;N;;N;;0;D;100;0;100;;OVOS BRANCO GRANDE 1/2 DZ;OVOS BRANCO GRANDE 1/2 DZ;OVOS BRANCO GRANDE 1/2 DZ;;;N;;;N;N;5;ISENTO;N;;;"2,24";S;N;0;0;MAIOR;MAIOR;;1;1;"4,3";;;;;
T;"7,90E+12";"PANELA DE PRESSAO PANELUX 4,5 LT";"25,91";"27,59";"64,9";S;S;;;WMB SUPERMERCADOS DO BRASIL LTDA;15;UTILIDADES DOMESTICAS;BALANﾇO LJ 02 2020;PANELA PRESSAO;;UN;18;57380;T01;N;N;0;;S;;1;1;1;;;N;240666;6164;5006;;17/11/2023;"22,99";05/04/2024;76151000;P;2;;"57,49";;13;TRIBUTADOS;N;;N;;0;D;7;0;7;;"PANELA DE PRESSAO PANELUX 4,5 LT";"PANELA DE PRESSAO PANELUX 4,5 LT";"PANELA DE PRESSAO PANELUX 4,5 LT";;;N;;;N;N;18;TRIBUTADO 18%;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"64,9";;;;;
T;"7,90E+12";PAPEL H.BOB NEUTRO FS 12 X 60M LV12 PG11;"7,39";"8,85";"15,6";S;S;;;CAHDAM VOLTA GRANDE S.A;5;AGROPECUARIA;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;10276;STB;N;N;"7,99";;S;N;1;6;1;;;N;792407;6164;0;2004200;09/04/2024;"8,72";05/04/2024;48181000;P;2;19/07/2013;"43,27";;12;ALIQUOTA ZERO;N;;N;;0;D;36;0;36;;PAPEL H.BOB NEUTRO FS 12 X 60M LV12 PG11;PAPEL H.BOB NEUTRO FS 12 X 60M LV12 PG11;PAPEL H.BOB NEUTRO FS 12 X 60M LV12 PG11;;;N;;;N;N;6;SUBSTITUICAO;N;;;"7,99";S;N;0;0;MAIOR;MAIOR;;1;1;"15,6";85;;;;
T;"7,90E+12";PAPEL H.TENDERLY NEUTRO FD 12X30M LV12PG11;"7,88";"9,85";"19,9";S;S;;;CAHDAM VOLTA GRANDE S.A;1;DEPARTAMENTO PADRAO;ANTISSEPTICO BUCAL;SUB GRUPO PADRAO;;UN;12;10276;STB;N;N;"7,99";;S;N;1;6;1;;;N;828281;94;0;2004300;22/02/2024;"9,26";05/04/2024;48181000;P;2;11/07/2017;"50,5";;12;ALIQUOTA ZERO;N;;N;;0;D;5;0;5;;PAPEL H.TENDERLY NEUTRO FD 12X30M LV12PG11;PAPEL H.TENDERLY NEUTRO FD 12X30M LV12PG11;PAPEL H.TENDERLY NEUTRO FD 12X30M LV12PG11;;;N;;;N;N;6;SUBSTITUICAO;N;;;"7,99";S;N;0;0;MAIOR;MAIOR;;1;1;"19,9";85;;;;
T;78942127;PAPEL TREVO COM COLA;"0,82";"0,91";"1,1";S;S;;;SOUZA CRUZ LTDA;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;0;11151;STB;N;N;0;;S;;1;35;1;;;N;60370;6164;0;1401300;23/04/2024;"0,74";05/04/2024;48131000;P;2;;"17,27";;13;TRIBUTADOS;N;;N;;;;210;0;210;;PAPEL TREVO COM COLA;PAPEL TREVO COM COLA;PAPEL TREVO COM COLA;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"1,1";;;;;
T;"7,90E+12";POLVILHO MANIVA AZEDO 1KG;"3,87";"3,87";"10,9";S;S;;;MANIVA INDUSTRIA DE ALIMENTOS LTDA;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;9;10460;T03;N;N;0;;;;1;1;1;;;N;231336;6164;0;2806200;10/05/2024;"3,51";05/04/2024;11081900;P;2;;"64,5";;13;TRIBUTADOS;N;;N;;0;D;130;0;130;;POLVILHO MANIVA AZEDO 1KG;POLVILHO MANIVA AZEDO 1KG;POLVILHO MANIVA AZEDO 1KG;;;N;;;N;N;7;TRIBUTADO 7%;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"10,9";;;;;
T;96201;POLVILHO MANIVA AZEDO SACO 25KG;75;75;180;S;S;;;MANIVA INDUSTRIA DE ALIMENTOS LTDA;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;9;10460;T03;N;N;0;;S;;1;1;1;;;N;96201;6164;0;;10/05/2024;"62,81";05/04/2024;11081900;P;2;;"58,33";;13;TRIBUTADOS;N;;N;;0;D;5;0;5;;POLVILHO MANIVA AZEDO SACO 25KG;POLVILHO MANIVA AZEDO SACO 25KG;POLVILHO MANIVA AZEDO SACO 25KG;;;N;;;N;N;7;TRIBUTADO 7%;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;180;;;;;
T;"7,90E+12";POLVILHO MANIVA DOCE 1KG;"3,75";"3,75";"10,9";S;S;;;MANIVA INDUSTRIA DE ALIMENTOS LTDA;5;AGROPECUARIA;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;9;10460;T03;N;N;0;;S;;1;20;1;;;N;229593;6164;0;;10/05/2024;"3,4";05/04/2024;11081900;P;2;;"65,6";;13;TRIBUTADOS;N;;N;;0;D;75;0;75;;POLVILHO MANIVA DOCE 1KG;POLVILHO MANIVA DOCE 1KG;POLVILHO MANIVA DOCE 1KG;;;N;;;N;N;7;TRIBUTADO 7%;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"10,9";;;;;
T;"7,90E+12";POLVILHO MANIVA DOCE SACO 25 KG;"85,5";"85,5";154;S;S;;;MANIVA INDUSTRIA DE ALIMENTOS LTDA;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;35;10460;T03;N;N;68;;S;;1;1;1;;;N;487894;6164;0;;10/05/2024;"71,6";18/04/2024;11081900;P;2;;"44,48";;13;TRIBUTADOS;N;;N;;0;D;10;0;10;;POLVILHO MANIVA DOCE SACO 25 KG;POLVILHO MANIVA DOCE SACO 25 KG;POLVILHO MANIVA DOCE SACO 25 KG;;;N;;;N;N;7;TRIBUTADO 7%;N;;;68;S;N;0;0;MAIOR;MAIOR;;1;1;154;;;;;
T;"7,90E+12";POLVILHO MATUTO DOCE GRANULADO 25KG;68;68;145;S;S;N;;AMAFIL IND.E COM. DE ALIMENTOS LTDA;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;8;10053;T03;N;N;0;;S;N;1;1;1;;;N;852033;6164;0;;31/07/2023;"56,95";05/04/2024;11081400;P;2;08/09/2020;"53,1";;13;TRIBUTADOS;N;;N;;0;D;8;0;8;;POLVILHO MATUTO DOCE GRANULADO 25KG;POLVILHO MATUTO DOCE GRANULADO 25KG;POLVILHO MATUTO DOCE GRANULADO 25KG;;N;N;;;N;N;7;TRIBUTADO 7%;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;145;1127;;;;
T;"7,90E+12";POLVILHO MATUTO DOCE PLASTICO 1KG;"2,7";"2,7";"9,9";S;S;;;ANTONIO DE PADUA ALVES E CIA LTDA;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;8;10798;T03;N;N;0;;S;;1;1;1;;;N;401937;6164;0;;07/05/2024;"2,26";05/04/2024;11081400;P;2;;"72,73";;13;TRIBUTADOS;N;;N;;0;D;5;0;5;;POLVILHO MATUTO DOCE PLASTICO 1KG;POLVILHO MATUTO DOCE PLASTICO 1KG;POLVILHO MATUTO DOCE PLASTICO 1KG;;;N;;;N;N;7;TRIBUTADO 7%;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"9,9";;;;;
T;"7,90E+12";PRATO DESC CRISTAL PR-18 BR BRANCO RASO 18CM  10UN;"1,29";"1,68";"2,2";S;S;;;CRISTALCOPO DESCARTAVEIS S/A;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;40135;STB;N;N;;;S;N;;50;1;;;N;812948;6164;4;1400600;02/05/2023;"1,56";05/04/2024;39241000;P;2;03/12/2015;"23,64";;13;TRIBUTADOS;N;;N;;;;117;0;117;;PRATO DESC CRISTAL PR-18 BR BRANCO RASO 18CM  10UN;PRATO DESC CRISTAL PR-18 BR BRANCO RASO 18CM  10UN;PRATO DESC CRISTAL PR-18 BR BRANCO RASO 18CM  10UN;;;N;;;N;N;6;SUBSTITUICAO;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"2,2";85;;;;
T;"7,90E+12";PRATO DESC CRISTAL PR-21 BR BRANCO RASO 21CM  10UN;"1,69";"2,2";"2,9";S;S;;;CRISTALCOPO DESCARTAVEIS S/A;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;40135;STB;N;N;;;S;N;;50;1;;;N;812949;6164;4;1400600;02/05/2023;"2,04";05/04/2024;39241000;P;2;03/12/2015;"24,14";;13;TRIBUTADOS;N;;N;;;;10;0;10;;PRATO DESC CRISTAL PR-21 BR BRANCO RASO 21CM  10UN;PRATO DESC CRISTAL PR-21 BR BRANCO RASO 21CM  10UN;PRATO DESC CRISTAL PR-21 BR BRANCO RASO 21CM  10UN;;;N;;;N;N;6;SUBSTITUICAO;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"2,9";85;;;;
T;"7,90E+12";PRATO DESC CRISTAL PR-26 BR BRANCO RASO 26CM  10UN;"3,68";"4,78";"6,3";S;S;;;CRISTALCOPO DESCARTAVEIS S/A;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;40135;STB;N;N;;;S;N;;25;1;;;N;812950;6164;4;1400600;26/04/2023;"4,44";05/04/2024;39241000;P;2;03/12/2015;"24,13";;13;TRIBUTADOS;N;;N;;;;77;0;77;;PRATO DESC CRISTAL PR-26 BR BRANCO RASO 26CM  10UN;PRATO DESC CRISTAL PR-26 BR BRANCO RASO 26CM  10UN;PRATO DESC CRISTAL PR-26 BR BRANCO RASO 26CM  10UN;;;N;;;N;N;6;SUBSTITUICAO;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"6,3";85;;;;
T;"7,90E+12";PRATO DESC CRISTAL PRF-15 BR BRANCO FUNDO 15CM  10UN;"0,8";1;"1,5";S;S;;;CRISTALCOPO DESCARTAVEIS S/A;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;12;40135;STB;N;N;;;S;N;;100;1;;;N;809755;2;4;1400600;02/05/2023;"0,89";05/04/2024;39241000;P;2;31/07/2015;"33,33";;13;TRIBUTADOS;N;;N;;;;198;0;198;;PRATO DESC CRISTAL PRF-15 BR BRANCO FUNDO 15CM  10UN;PRATO DESC CRISTAL PRF-15 BR BRANCO FUNDO 15CM  10UN;PRATO DESC CRISTAL PRF-15 BR BRANCO FUNDO 15CM  10UN;;;N;;;N;N;6;SUBSTITUICAO;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"1,5";85;;;;
T;"7,90E+12";PRATO DESC CRISTAL PRF-23 BR BRANCO FUNDO 23CM  10UN;"2,28";"2,9";"3,99";S;S;N;;CRISTALCOPO DESCARTAVEIS S/A;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;40135;STB;N;N;;;S;N;;25;1;;;N;838699;6164;4;1400600;26/04/2023;"2,52";05/04/2024;39241000;P;2;24/11/2018;"27,32";;13;TRIBUTADOS;N;;N;;;;118;0;118;;PRATO DESC CRISTAL PRF-23 BR BRANCO FUNDO 23CM  10UN;PRATO DESC CRISTAL PRF-23 BR BRANCO FUNDO 23CM  10UN;PRATO DESC CRISTAL PRF-23 BR BRANCO FUNDO 23CM  10UN;;N;N;;;N;N;6;SUBSTITUICAO;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"3,99";85;;;;
T;224;PRESUNTO PIF PAF RETANGULAR KG;"15,9";"17,82";11;S;S;;;RIO BRANCO ALIMENTOS S/A;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;KG;12;10878;STB;S;N;0;;S;;1;13;2;;;N;2240;2;4;1708500;04/04/2024;"16,39";05/04/2024;16024900;P;2;;-62;;13;TRIBUTADOS;N;;N;;;;"0,005";0;"0,005";;PRESUNTO PIF PAF RETANGULAR KG;PRESUNTO PIF PAF RETANGULAR KG;PRESUNTO PIF PAF RETANGULAR KG;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;11;;;;;
T;326;QUEIJO MUSSARELA LACTOWAL KG;"16,8";"17,45";"34,39";S;S;;;LACTOWAL LATICINIOS LTDA EPP;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;KG;12;10797;STB;S;N;;;S;N;1;1;2;;;N;832516;2;0;1702900;07/05/2024;"17,25";05/04/2024;4061010;Q;2;12/12/2017;"49,26";;12;ALIQUOTA ZERO;N;;N;;;;"17,814";0;"17,814";;QUEIJO MUSSARELA LACTOWAL KG;QUEIJO MUSSARELA LACTOWAL KG;QUEIJO MUSSARELA LACTOWAL KG;;;N;;;N;N;6;SUBSTITUICAO;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"34,39";625;;;;
T;328;QUEIJO MUSSARELA SG LAC KG;22;"22,65";"32,79";S;S;N;;SG LAC INDUSTRIA DE LATICINIOS LTDA;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;KG;12;47226;STB;S;N;;;S;N;1;1;2;;;N;841949;6164;0;1702900;18/04/2024;"22,59";05/04/2024;4061010;Q;2;29/04/2019;"30,92";;12;ALIQUOTA ZERO;N;;N;;;;"11,63";0;"11,63";;QUEIJO MUSSARELA SG LAC KG;QUEIJO MUSSARELA SG LAC KG;QUEIJO MUSSARELA SG LAC KG;;N;N;;;N;N;6;SUBSTITUICAO;N;1;;;S;N;0;0;MAIOR;MAIOR;;1;1;"32,79";1128;;;;
T;"7,90E+12";RACAO P/CAES ANIDOG 15KG;"40,06";"45,28";"54,9";S;S;;;ANIMALL INDUSTRIA E COMERCIO DE RACOES EIRELI;5;AGROPECUARIA;BALANﾇO LJ 02 2020;RACAO P/CAES;;UN;0;43369;STB;N;N;0;;S;N;1;1;1;;;N;815100;6164;101;2200100;10/05/2024;"41,57";17/01/2024;23099010;R;2;17/03/2016;"17,52";;13;TRIBUTADOS;N;;N;;0;D;34;0;34;;RACAO P/CAES ANIDOG 15KG;RACAO P/CAES ANIDOG 15KG;RACAO P/CAES ANIDOG 15KG;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"54,9";625;;;;
